timestamp,x,y,z
461779800,-177,31,-1040
462279800,-136,-72,-1022
462779800,83,-29,-999
463279800,52,21,-1015
463779800,1,95,-1020
464279800,29,115,-1009
464779800,-19,126,-1069
465279800,-201,23,-1073
465779800,-107,-95,-981
466279800,154,3,-1007
466779800,35,23,-1013
467033900,19,107,-1040
467533900,37,142,-1013
468033900,-87,124,-1081
468533900,-226,-33,-1022
469033900,44,-95,-1018
469533900,117,5,-1003
470033900,-27,46,-999
470533900,42,117,-1028
471033900,27,138,-1020
471533900,-136,62,-1059
472033900,-167,-62,-1042
472533900,27,-52,-974
473033900,105,17,-1022
473533900,-13,72,-993
474033900,50,115,-1034
474533900,13,160,-1050
475042400,-199,35,-1059
475542400,-150,-72,-987
476042400,113,-58,-1009
476542400,97,35,-1042
477042400,-50,76,-989
477542400,50,158,-1026
478042400,-33,134,-1044
478542400,-191,0,-1071
479042400,-76,-111,-977
479542400,126,-5,-1030
480042400,-15,33,-1003
480542400,29,115,-1034
481042400,58,146,-1036
481542400,-101,103,-1048
482042400,-191,-27,-1059
482542400,1,-60,-968
482996900,87,-5,-1013
483496900,23,33,-1022
483996900,19,111,-1034
484496900,27,156,-1028
484996900,-154,83,-1065
485496900,-181,-68,-1024
485996900,99,-72,-1003
486496900,70,9,-1020
486996900,-27,72,-1013
487496900,58,117,-1024
487996900,13,156,-1067
488496900,-220,27,-1040
488996900,-99,-72,-1026
489496900,83,-23,-993
489996900,42,31,-1016
490496900,7,68,-1003
491003600,64,138,-1036
491503600,-52,136,-1057
492003600,-218,-1,-1052
492503600,-50,-76,-976
493003600,119,-29,-1013
493503600,62,33,-1056
494003600,-27,91,-977
494503600,64,173,-1054
495003600,-99,91,-1057
495503600,-204,-54,-1038
496003600,66,-54,-1013
496503600,70,0,-981
497003600,0,68,-1032
497503600,40,130,-1003
498003600,39,132,-1056
498503600,-177,91,-1059
498765200,-183,-78,-1026
499265200,87,-46,-983
499765200,33,15,-1003
500265200,37,60,-1032
500765200,48,121,-1003
501265200,-3,175,-1071
501765200,-242,-1,-1026
502265200,-72,-62,-1036
502765200,89,-52,-995
503265200,50,21,-1034
503765200,-29,93,-991
504265200,66,154,-1032
504765200,-29,126,-1079
505265200,-255,-13,-1028
505765200,5,-87,-1015
506265200,83,-7,-1007
506770900,-7,54,-1020
507270900,46,68,-1011
507770900,68,185,-1040
508270900,-134,111,-1073
508770900,-191,-56,-1028
509270900,31,-54,-987
509770900,81,-27,-1020
510270900,31,50,-1032
510770900,37,134,-1013
511270900,-9,158,-1034
511770900,-171,72,-1067
512270900,-163,-78,-1020
512770900,103,-48,-1003
513270900,39,5,-1015
513770900,-5,85,-1007
514270900,74,121,-1022
514548400,0,156,-1069
515048400,-242,39,-1046
515548400,-66,-87,-1009
516048400,105,-5,-1003
516548400,-19,5,-995
517048400,52,76,-1046
517548400,66,150,-1009
518048400,-76,158,-1091
518548400,-228,-15,-1024
519048400,-5,-101,-987
519548400,121,11,-1042
520048400,3,7,-1003
520548400,29,101,-999
521048400,52,179,-1056
521548400,-126,64,-1067
522048400,-193,-31,-1030
522737700,48,-62,-989
523237700,83,5,-1005
523737700,-17,60,-1013
524237700,74,105,-1022
524737700,23,156,-1046
525237700,-206,78,-1077
525737700,-142,-101,-991
526237700,87,-11,-1013
526737700,0,5,-1015
527237700,42,50,-1036
527737700,74,167,-1005
528237700,-54,140,-1048
528737700,-195,9,-1065
529237700,-66,-95,-1009
529737700,83,-15,-1015
530237700,9,23,-1005
530667800,29,105,-1005
531167800,60,154,-1026
531667800,-62,119,-1069
532167800,-249,-21,-1036
532667800,7,-70,-995
533167800,103,-5,-1030
533667800,-23,31,-1007
534167800,66,89,-1018
534667800,58,191,-1042
535167800,-183,93,-1056
535667800,-165,-74,-1009
536167800,62,-54,-1015
536667800,37,0,-1013
537167800,17,29,-1009
537667800,66,158,-1001
538167800,-3,171,-1054
538563600,-179,39,-1065
539063600,-130,-62,-1005
539563600,72,-58,-995
540063600,23,15,-1034
540563600,0,60,-985
541063600,128,146,-1059
541563600,-46,156,-1042
542063600,-247,19,-1057
542563600,-19,-72,-1001
543063600,66,-33,-999
543563600,9,15,-1030
544063600,48,72,-997
544563600,70,177,-1042
545063600,-126,152,-1057
545563600,-197,-44,-1036
546063600,35,-64,-1005
546334100,64,-7,-1026
546834100,-3,17,-1009
547334100,40,117,-997
547834100,39,163,-1081
548334100,-148,78,-1056
548834100,-177,-44,-1030
549334100,50,-37,-985
549834100,42,1,-1036
550334100,7,37,-1009
550834100,76,121,-1009
551334100,17,173,-1067
551834100,-271,39,-1046
552334100,-48,-66,-1028
552834100,74,-42,-989
553334100,9,19,-1036
553834100,31,42,-970
554403200,85,175,-1036
554903200,-76,130,-1065
555403200,-208,-19,-1040
555903200,9,-46,-1024
556403200,48,-17,-985
556903200,5,19,-1032
557403200,39,97,-1009
557903200,64,138,-1032
558403200,-97,130,-1061
